------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Work ctr|Type|Group   |GrC|Material    |OpAc|Valid From|Valid to  |Change No.  |Prod.resources/tools  |Descr. of the production resource/tool  |   Quantity|Un.|Item|Cat|Grp1|Grp2|
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5002544         |DIE, PROG GX21290                       |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003223 ZMD 000 00 |MDS\GX21290\0100                        |     1.000 |EA | 500|D  |    |    |
|04815   |N   |50375609|1  |GX21290     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   500.000 |PC |   3|M  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   400.000 |PC |   1|M  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003068         |DIE,PROG For GX21392                    |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002953          |PASS THROUGH GAGE                       |     1.000 |PC |3000|E  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003229 ZMD 000 00 |MDS\GX21392\0100                        |     1.000 |EA | 500|D  |    |    |
|05207   |N   |50375610|1  |GX21392     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   400.000 |PC |   3|M  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003075         |DIE, PROG For GX21415/GX21416           |     1.000 |PC | 100|E  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002954          |PASS THRU GAUGE                         |     1.000 |PC |3000|E  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003244 ZMD 000 00 |MDS\GX21415\0100                        |     1.000 |EA | 500|D  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|10/01/2020|12/31/9999|AR5957MXPROD|RCG30                 |CONTAINER, RETURNABLE 32"X30"X30"       |   400.000 |PC |   1|M  |    |    |
|08990   |N   |50375611|1  |GX21415     |0100|10/01/2020|12/31/9999|AR5957MXPROD|RCG30                 |CONTAINER, RETURNABLE 32"X30"X30"       |   400.000 |PC |   3|M  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003075         |DIE, PROG For GX21415/GX21416           |     1.000 |PC | 100|E  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002955          |PASS THRU GAUGE                         |     1.000 |PC |3000|E  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003245 ZMD 000 00 |MDS\GX21416\0100                        |     1.000 |EA | 500|D  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01009672 ZDL 000 00 |DNL\GX21416\0100                        |     1.000 |EA | 510|D  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   400.000 |PC |   1|M  |    |    |
|08990   |N   |50375612|1  |GX21416     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   400.000 |PC |   3|M  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   700.000 |PC |   1|M  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003066         |DIE, PROG For GX21468                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003252 ZMD 000 00 |MDS\GX21468\0100                        |     1.000 |EA | 500|D  |    |    |
|04815   |N   |50375613|1  |GX21468     |0100|12/20/2017|12/31/9999|AL6667MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   700.000 |PC |   3|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|10/07/2019|12/31/9999|AP5056MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003067         |DIE, PROG For GX21473                   |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002114          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003253 ZMD 000 00 |MDS\GX21473\0100                        |     1.000 |EA | 500|D  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003880         |BOLSTER, STOP SPACER ADAPTER (4815)     |     1.000 |PC | 100|E  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|10/07/2019|12/31/9999|AP5056MXPROD|IMD15129              |CNTR, PLASTIC FOLD'G 30X32X30 (RED)     |   300.000 |PC |   3|M  |    |    |
|05207   |N   |50375614|1  |GX21473     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014803 ZOS 000 00 |Measurement                             |     1.000 |PC | 510|D  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003074         |DIE, PROG For GX21474                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002113          |CHECKING FIXTURE                        |     1.000 |PC |3000|E  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003254 ZMD 000 00 |MDS\GX21474\0100                        |     1.000 |EA | 500|D  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|12/20/2017|12/31/9999|AL6667MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,400.000 |PC |   1|M  |    |    |
|04815   |N   |50375615|1  |GX21474     |0100|12/20/2017|12/31/9999|AL6667MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           | 1,400.000 |PC |   3|M  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003065         |DIE, PROG For GX21475                   |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50375616|1  |GX21475     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003255 ZMD 000 00 |MDS\GX21475\0100                        |     1.000 |EA | 500|D  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004319         |. M/C MOUNT AUTO LU                     |     1.000 |PC |  99|E  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD16929              |LUBT DILUTED DRAW LUBE 5:1POLYAQUA      |     1.000 |PC |  99|M  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5002543         |DIE, PROG FOR GX21808                   |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15537              |. ULTRASONIC MICRO.                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003262 ZMD 000 00 |MDS\GX21808\0100                        |     1.000 |EA | 500|D  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   800.000 |PC |   1|M  |    |    |
|04815   |N   |50375617|1  |GX21808     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   800.000 |PC |   3|M  |    |    |
|07551   |N   |50375618|1  |GY20620     |0100|10/07/2019|12/31/9999|AP5056MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|07551   |N   |50375618|1  |GY20620     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD16681              |ASM FXTR,ORBITOL RIVETER                |     1.000 |PC | 100|M  |    |    |
|07551   |N   |50375618|1  |GY20620     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002379          |TORQUE WRENCH                           |     1.000 |PC |3000|E  |    |    |
|07551   |N   |50375618|1  |GY20620     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003280 ZMD 000 00 |MDS\GY20620\0100                        |     1.000 |EA | 500|D  |    |    |
|07551   |N   |50375618|1  |GY20620     |0100|10/07/2019|12/31/9999|AP5056MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   300.000 |PC |   3|M  |    |    |
|07551   |N   |50375619|1  |GY20621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|07551   |N   |50375619|1  |GY20621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD16682              |ASM FXTR,ORBITOL RIVETER                |     1.000 |PC | 100|M  |    |    |
|07551   |N   |50375619|1  |GY20621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002379          |TORQUE WRENCH                           |     1.000 |PC |3000|E  |    |    |
|07551   |N   |50375619|1  |GY20621     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003281 ZMD 000 00 |MDS\GY20621\0100                        |     1.000 |EA | 500|D  |    |    |
|07551   |N   |50375619|1  |GY20621     |0100|02/16/2018|12/31/9999|AL9643MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   500.000 |PC |   3|M  |    |    |
|08975   |N   |50375699|1  |LVU14250    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   360.000 |PC |   1|M  |    |    |
|08975   |N   |50375705|1  |LVU14256    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|05567   |N   |50375705|1  |LVU14256    |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|05567   |N   |50375705|1  |LVU14256    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3002947          |PROFILE GAGE                            |     1.000 |PC |3000|E  |    |    |
|05567   |N   |50375705|1  |LVU14256    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01003515 ZMD 000 00 |MDS\LVU14256\0150                       |     1.000 |EA | 500|D  |    |    |
|05567   |N   |50375705|1  |LVU14256    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01012509 ZOS 000 00 |OMS LVU14256 HOW TO MEASURE AND RUN     |     1.000 |PC |3010|D  |    |    |
|08635   |N   |50375705|1  |LVU14256    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   300.000 |PC |   1|M  |    |    |
|08975   |N   |50375706|1  |LVU15310    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |    80.000 |PC |   1|M  |    |    |
|08975   |N   |50375706|1  |LVU15310    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |    60.000 |PC |   1|M  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |    80.000 |PC |   1|M  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004602         |SPEC OFFSET BRK PCH ZFORM               |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003877         |BOLSTER, M/C 06713 (CNC BRAKE) 4.0W     |     1.000 |PC | 200|E  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003879         |BOLSTER, M/C 07001 (CNC BRAKE) 4.0W     |     1.000 |PC | 200|E  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15535              |. 18"CALIPER,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01003520 ZMD 000 00 |MDS\LVU15310\0100                       |     1.000 |EA | 500|D  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01012413 ZOS 000 00 |OMS LVU15310 0100 Set-up                |     1.000 |PC | 510|D  |    |    |
|07001   |N   |50375706|1  |LVU15310    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019058 ZOS 000 00 |OMS LVU15310 HOW TO MEASURE             |     1.000 |PC | 515|D  |    |    |
|08975   |N   |50375707|1  |LVU15311    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   260.000 |PC |   1|M  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15535              |. 18"CALIPER,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3000|M  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014710         |Wilson PBrake Punch 614C R4.7A60H219    |     1.000 |PC | 100|E  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5014715         |Wilson PBrake Die 65030024 A30V24W40    |     1.000 |PC | 100|E  |    |    |
|08975   |N   |50375726|1  |LVU15468    |0090|08/02/2019|12/31/9999|AP0534MXPROD|RCA05                 |TOTE, RETURNABLE 7.5" X 12" X 5"        |    76.000 |PC |   1|M  |    |    |
|08224   |N   |50375726|1  |LVU15468    |0100|08/02/2019|12/31/9999|AP0534MXPROD|RCA05                 |TOTE, RETURNABLE 7.5" X 12" X 5"        |    76.000 |PC |   1|M  |    |    |
|08975   |N   |50375731|1  |LVU17002    |0090|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   350.000 |PC |   1|M  |    |    |
|06713   |N   |50375731|1  |LVU17002    |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   350.000 |PC |   1|M  |    |    |
|06713   |N   |50375731|1  |LVU17002    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5003775         |DIE,FORM for LVU17002 & 3               |     1.000 |PC | 100|E  |    |    |
|06713   |N   |50375731|1  |LVU17002    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01003567 ZMD 000 00 |MDS\LVU17002\0150                       |     1.000 |EA | 500|D  |    |    |
